ID,ELEMENT_NAME,label,valueLength,unit,__AGGREGATE__,initCond1,returnCond1,returnCondTO,Archive,hmiOrder,computedMessage,type
:R:A:BAS:TJSB:dciBAS-MPRTFLT2,dci_cb_type,&DB_2BENGMADABAOHUQIGUZHANG,,,,,,,,17,,__ERASE__
:R:A:BAS:TJSB:dciBAS-MPRTFLT3,dci_cb_type,&DB_3BENGMADABAOHUQIGUZHANG,,,,,,,,18,,__ERASE__
:R:A:BAS:TJSB:dciBAS-MPRUNSG,dci_cb_type,&DB_ZHUYONGDIANYUANYUNXINGXINHAO,,,,,,,,19,,__ERASE__
:R:A:BAS:TJSB:dciBAS-BPRUNSG,dci_cb_type,&DB_BEIYONGDIANYUANYUNXINGXINHAO,,,,,,,,20,,__ERASE__
:R:A:BAS:TJSB:dciBAS-ULFLT,dci_cb_type,&DB_CHAOSHENGBOYEWEIJIGUZHANG,,,,,,,,21,,__ERASE__
:R:A:BAS:TJSB:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,22,,__ERASE__
:R:A:BAS:TJSB:aciBAS-LEVSTA,aci_cb_type,&DB_YEWEIZHUANGTAI,,&DB10,,,,,,23,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TJSB:aciBAS-RUNTIME1,aci_cb_type,&DB_1BENGLEIJIYUNXINGSHIJIAN,,&DB11,,,,,,24,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TJSB:aciBAS-RUMTIME2,aci_cb_type,&DB_2BENGLEIJIYUNXINGSHIJIAN,,&DB11,,,,,,25,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TJSB:aciBAS-RUNTIME3,aci_cb_type,&DB_3BENGLEIJIYUNXINGSHIJIAN,,&DB11,,,,,,26,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:TJSB:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,27,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TJSB:dioBAS-STARTPUP1,dio_type,&DB_1BEN3,,,,,,,,28,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TJSB:dioBAS-STOPPUP1,dio_type,&DB_1BEN4,,,,,,,,29,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TJSB:dioBAS-STARTPUP2,dio_type,&DB_2BEN3,,,,,,,,30,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TJSB:dioBAS-STOPPUP2,dio_type,&DB_2BEN4,,,,,,,,31,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TJSB:dioBAS-STARTPUP3,dio_type,&DB_3BEN3,,,,,,,,32,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TJSB:dioBAS-STOPPUP3,dio_type,&DB_3BEN4,,,,,,,,33,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:TJSB:dioBAS-PUPRESET,dio_type,&DB_ZIDONGBASKONGZHI,,,,,,,,34,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:EPS_:dciBAS-ATSDW,dci_cb_type,&DB_ATSS1,,,,,,,,1,,__ERASE__
:R:A:BAS:EPS_:dciBAS-ATSSIG,dci_cb_type,&DB_ATSZ,,,,,,,,2,,__ERASE__
:R:A:BAS:EPS_:dciBAS-ATSBAK,dci_cb_type,&DB_ATSB,,,,,,,,3,,__ERASE__
:R:A:BAS:EPS_:dciBAS-NORSUL,dci_cb_type,&DB_YINGJIZHENGCHANGGONGDIAN,,,,,,,,4,,__ERASE__
:R:A:BAS:EPS_:dciBAS-CHAFLT,dci_cb_type,&DB_CHON1,,,,,,,,5,,__ERASE__
:R:A:BAS:EPS_:dciBAS-INVFLT,dci_cb_type,&DB_NIBI1,,,,,,,,6,,__ERASE__
:R:A:BAS:EPS_:dciBAS-LPRESSTA,dci_cb_type,&DB_XUDIANCHIZHENGCHANGDIYAZHUANGTAI,,,,,,,,7,,__ERASE__
:R:A:BAS:EPS_:dciBAS-MTCBSTA,dci_cb_type,&DB_WEIXIUPANGLUZHUANGTAI,,,,,,,,8,,__ERASE__
:R:A:BAS:EPS_:dciBAS-FEDFLT,dci_cb_type,&DB_KUIXIANHUILUGUZHANG,,,,,,,,9,,__ERASE__
:R:A:BAS:EPS_:aciBAS-TOTVOLT,aci_cb_type,&DB_DIANCHIZUZONGDIANYA,,&DB_V,,,,,,10,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS_:aciBAS-BATTEMP,aci_cb_type,&DB_DIANCHIZUWENDU,,&DB5,,,,,,11,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS_:aciBAS-INVOLTPHA,aci_cb_type,&DB_SHURUAXIANGDIANYA,,&DB_V,,,,,,12,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS_:aciBAS-INVOLTPHB,aci_cb_type,&DB_SHURUBXIANGDIANYA,,&DB_V,,,,,,13,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS_:aciBAS-INVOLTPHC,aci_cb_type,&DB_SHURUCXIANGDIANYA,,&DB_V,,,,,,14,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS_:aciBAS-OTVOLTPHA,aci_cb_type,&DB_SHUCHUAXIANGDIANYA,,&DB_V,,,,,,15,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS_:aciBAS-OTVOLTPHB,aci_cb_type,&DB_SHUCHUBXIANGDIANYA,,&DB_V,,,,,,16,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS_:aciBAS-OTVOLTPHC,aci_cb_type,&DB_SHUCHUCXIANGDIANYA,,&DB_V,,,,,,17,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS_:aciBAS-CURA,aci_cb_type,&DB_SHUCHUAXIANGDIANLIU,,&DB_A,,,,,,18,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS_:aciBAS-CURB,aci_cb_type,&DB_SHUCHUBXIANGDIANLIU,,&DB_A,,,,,,19,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS_:aciBAS-CURC,aci_cb_type,&DB_SHUCHUCXIANGDIANLIU,,&DB_A,,,,,,20,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS1:dciBAS-MPOWNORM,dci_cb_type,&DB_ZHUDIANYUANZHENGCHANG,,,,,,,,1,,__ERASE__
:R:A:BAS:EPS1:dciBAS-BPOWNORM,dci_cb_type,&DB_BEIDIANYUANZHENGCHANG,,,,,,,,2,,__ERASE__
:R:A:BAS:EPS1:dciBAS-MPOWSUP,dci_cb_type,&DB_ZHUDIANYUANGONGDIAN,,,,,,,,3,,__ERASE__
:R:A:BAS:EPS1:dciBAS-BPOWSUP,dci_cb_type,&DB_BEIDIANYUANGONGDIAN,,,,,,,,4,,__ERASE__
:R:A:BAS:EPS1:dciBAS-MTCBSTA,dci_cb_type,&DB_WEIXIUPANGLUZHUANGTAI,,,,,,,,9,,__ERASE__
:R:A:BAS:EPS1:dciBAS-NORSUL,dci_cb_type,&DB_YINGJIZHENGCHANGGONGDIAN,,,,,,,,6,,__ERASE__
:R:A:BAS:EPS1:dciBAS-CHAFLT,dci_cb_type,&DB_CHON1,,,,,,,,7,,__ERASE__
:R:A:BAS:EPS1:dciBAS-INVFLT,dci_cb_type,&DB_NIBI1,,,,,,,,8,,__ERASE__
:R:A:BAS:EPS1:dciBAS-LPRESSTA,dci_cb_type,&DB_XUDIANCHIZHENGCHANGDIYAZHUANGTAI,,,,,,,,9,,__ERASE__
:R:A:BAS:EPS1:dciBAS-DPOWFLT,dci_cb_type,&DB_SHUANGDIANYUANHUTOUZHUANGZHIGUZHANG,,,,,,,,10,,__ERASE__
:R:A:BAS:EPS1:dciBAS-FEDFLT,dci_cb_type,&DB_KUIXIANHUILUGUZHANG,,,,,,,,11,,__ERASE__
:R:A:BAS:EPS1:aciBAS-TOTVOLT,aci_cb_type,&DB_DIANCHIZUZONGDIANYA,,&DB_V,,,,,,12,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS1:aciBAS-BATTEMP,aci_cb_type,&DB_DIANCHIZUWENDU,,&DB5,,,,,,13,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS1:aciBAS-INVOLTL1,aci_cb_type,&DB_SHURUL1XIANGDIANYA,,&DB_V,,,,,,14,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS1:aciBAS-INVOLTL2,aci_cb_type,&DB_SHURUL2XIANGDIANYA,,&DB_V,,,,,,15,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS1:aciBAS-INVOLTL3,aci_cb_type,&DB_SHURUL3XIANGDIANYA,,&DB_V,,,,,,16,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS1:aciBAS-OTVOLTL1,aci_cb_type,&DB_SHUCHUL1XIANGDIANYA,,&DB_V,,,,,,17,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS1:aciBAS-OTVOLTL2,aci_cb_type,&DB_SHUCHUL2XIANGDIANYA,,&DB_V,,,,,,18,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS1:aciBAS-OTVOLTL3,aci_cb_type,&DB_SHUCHUL3XIANGDIANYA,,&DB_V,,,,,,19,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS1:aciBAS-CURL1,aci_cb_type,&DB_SHUCHUL1XIANGDIANLIU,,&DB_A,,,,,,20,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS1:aciBAS-CURL2,aci_cb_type,&DB_SHUCHUL2XIANGDIANLIU,,&DB_A,,,,,,21,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:EPS1:aciBAS-CURL3,aci_cb_type,&DB_SHUCHUL3XIANGDIANLIU,,&DB_A,,,,,,22,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:SSZZ:dciBAS-SWTSTA,dci_cb_type,&DB_KAIGUANZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:ZNZM:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:ZNZM:dciBAS-LRSTA,dci_cb_type,&DB_JIUDIYUANCHENG,,,,,,,,2,,__ERASE__
:R:A:BAS:ZNZM:dciBAS-SYNFLT,dci_cb_type,&DB_ZONG,,,,,,,,3,,__ERASE__
:R:A:BAS:ZNZM:dciBAS-HIGFED,dci_cb_type,&DB_GAOFENGMOSHIFANKUI,,,,,,,,4,,__ERASE__
:R:A:BAS:ZNZM:dciBAS-NOMFED,dci_cb_type,&DB_PINGFENGMOSHIFANKUI,,,,,,,,5,,__ERASE__
:R:A:BAS:ZNZM:dciBAS-CLNFED,dci_cb_type,&DB_QINGSAOMOSHIFANKUI,,,,,,,,6,,__ERASE__
:R:A:BAS:ZNZM:dciBAS-LIGFED,dci_cb_type,&DB_QUANLIANGMOSHIFANKUI,,,,,,,,7,,__ERASE__
:R:A:BAS:ZNZM:dciBAS-STPFED,dci_cb_type,&DB_TINGYUNMOSHIFANKUI,,,,,,,,8,,__ERASE__
:R:A:BAS:ZNZM:dciBAS-SELFED,dci_cb_type,&DB_ZIDINGYIMOSHIFANKUI,,,,,,,,9,,__ERASE__
:R:A:BAS:ZNZM:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,10,,__ERASE__
:R:A:BAS:ZNZM:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,11,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:ZNZM:dioBAS-HIGFED,dio_type,&DB_GAOFENGMOSHIKONGZHI,,,,,,,,12,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:ZNZM:dioBAS-NOMFED,dio_type,&DB_PINGFENGMOSHIKONGZHI,,,,,,,,13,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:ZNZM:dioBAS-CLNFED,dio_type,&DB_QINGSAOMOSHIKONGZHI,,,,,,,,14,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:ZNZM:dioBAS-LIGFED,dio_type,&DB_QUANLIANGMOSHIKONGZHI,,,,,,,,15,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:ZNZM:dioBAS-STPFED,dio_type,&DB_TINGYUNMOSHIKONGZHI,,,,,,,,16,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:ZNZM:dioBAS-SELFED,dio_type,&DB_ZIDINGYIMOSHIKONGZHI,,,,,,,,17,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:WSTS:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:WSTS:dciBAS-LRSTA,dci_cb_type,&DB_JIUDIYUANCHENGZHUANGTAI,,,,,,,,2,,__ERASE__
:R:A:BAS:WSTS:dciBAS-RUNSTA1,dci_cb_type,&DB_1BEN1,,,,,,,,3,,__ERASE__
:R:A:BAS:WSTS:dciBAS-STPSTA1,dci_cb_type,&DB_1BEN,,,,,,,,4,,__ERASE__
:R:A:BAS:WSTS:dciBAS-FLTALM1,dci_cb_type,&DB_1BENGGUOFUHEGUZHANG,,,,,,,,5,,__ERASE__
:R:A:BAS:WSTS:dciBAS-RUNSTA2,dci_cb_type,&DB_2BEN1,,,,,,,,6,,__ERASE__
:R:A:BAS:WSTS:dciBAS-STPSTA2,dci_cb_type,&DB_2BEN,,,,,,,,7,,__ERASE__
:R:A:BAS:WSTS:dciBAS-FLTALM2,dci_cb_type,&DB_2BENGGUOFUHEGUZHANG,,,,,,,,8,,__ERASE__
:R:A:BAS:WSTS:dciBAS-OPNLEV,dci_cb_type,&DB_KAIB,,,,,,,,9,,__ERASE__
:R:A:BAS:WSTS:dciBAS-STPLEV,dci_cb_type,&DB_TING7,,,,,,,,10,,__ERASE__
:R:A:BAS:WSTS:dciBAS-HIGHALM,dci_cb_type,&DB_CHAO,,,,,,,,11,,__ERASE__
:R:A:BAS:WSTS:dciBAS-LOWALM,dci_cb_type,&DB_CHAO1,,,,,,,,12,,__ERASE__
:R:A:BAS:WSTS:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,13,,__ERASE__
:R:A:BAS:WSTS:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,14,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:WSTS:dioBAS-START,dio_type,&DB_BENG,,,,,,,,15,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:WSZZ:dciBAS-LRSTA,dci_cb_type,&DB_JIUDIYUANCHENGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:WSZZ:dciBAS-RUNSTOP1,dci_cb_type,&DB_1BENGYUNXINGTINGZHIZHUANGTAI,,,,,,,,2,,__ERASE__
:R:A:BAS:WSZZ:dciBAS-FLTALM1,dci_cb_type,&DB_1BENGGUZHANG,,,,,,,,3,,__ERASE__
:R:A:BAS:WSZZ:dciBAS-RUNSTOP2,dci_cb_type,&DB_2BENGYUNXINGTINGZHIZHUANGTAI,,,,,,,,4,,__ERASE__
:R:A:BAS:WSZZ:dciBAS-FLTALM2,dci_cb_type,&DB_2BENGGUZHANG,,,,,,,,5,,__ERASE__
:R:A:BAS:WSZZ:dciBAS-HIGHALM,dci_cb_type,&DB_GAOS,,,,,,,,6,,__ERASE__
:R:A:BAS:WSZZ:dciBAS-LOWALM,dci_cb_type,&DB_DISH,,,,,,,,7,,__ERASE__
:R:A:BAS:WSZZ:dciBAS-SYSFLT,dci_cb_type,&DB_XITONGGUZHANG,,,,,,,,8,,__ERASE__
:R:A:BAS:WSZZ:dciBAS-POWFLT,dci_cb_type,&DB_DIANYUANGUZHANG,,,,,,,,9,,__ERASE__
:R:A:BAS:WSZZ:dciBAS-SENFLT,dci_cb_type,&DB_YEWEICHUANGANQIGUZHANG,,,,,,,,10,,__ERASE__
:R:A:BAS:DT__:dciBAS-EXESTA,dci_cb_type,&DB_YUNXINGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:DT__:dciBAS-LOCFLR,dci_cb_type,&DB_SUOT,,,,,,,,2,,__ERASE__
:R:A:BAS:DT__:dciBAS-FALASTA,dci_cb_type,&DB_GUZH2,,,,,,,,3,,__ERASE__
:R:A:BAS:DT__:dciBAS-PASALM,dci_cb_type,&DB_CHEN1,,,,,,,,4,,__ERASE__
:R:A:BAS:DT__:dciBAS-REPST,dci_cb_type,&DB_JIAN1,,,,,,,,5,,__ERASE__
:R:A:BAS:DT__:dciBAS-FIRECOMT,dci_cb_type,&DB_XIAO1,,,,,,,,6,,__ERASE__
:R:A:BAS:DT__:dciBAS-FIRUNF,dci_cb_type,&DB_XIAO2,,,,,,,,7,,__ERASE__
:R:A:BAS:CRFT:dciBAS-UPSTA,dci_cb_type,&DB_SHAN,,,,,,,,1,,__ERASE__
:R:A:BAS:CRFT:dciBAS-CLOSTA,dci_cb_type,&DB_XIAX,,,,,,,,2,,__ERASE__
:R:A:BAS:CRFT:dciBAS-STPSTA,dci_cb_type,&DB_TING2,,,,,,,,3,,__ERASE__
:R:A:BAS:CRFT:dciBAS-REPST,dci_cb_type,&DB_JIAN1,,,,,,,,4,,__ERASE__
:R:A:BAS:CRFT:dciBAS-FLT,dci_cb_type,&DB_GUZH,,,,,,,,5,,__ERASE__
:R:A:BAS:CRFT:dciBAS-LEFTABN,dci_cb_type,&DB_ZUOF,,,,,,,,6,,__ERASE__
:R:A:BAS:CRFT:dciBAS-RIGHABN,dci_cb_type,&DB_YOUF,,,,,,,,7,,__ERASE__
:R:A:BAS:CRFT:dciBAS-PEDAL,dci_cb_type,&DB_TABA,,,,,,,,8,,__ERASE__
:R:A:BAS:ZNFT:dciBAS-UPSTA,dci_cb_type,&DB_SHAN,,,,,,,,1,,__ERASE__
:R:A:BAS:ZNFT:dciBAS-CLOSTA,dci_cb_type,&DB_XIAX,,,,,,,,2,,__ERASE__
:R:A:BAS:ZNFT:dciBAS-STPSTA,dci_cb_type,&DB_TING2,,,,,,,,3,,__ERASE__
:R:A:BAS:ZNFT:dciBAS-REPST,dci_cb_type,&DB_JIAN1,,,,,,,,4,,__ERASE__
:R:A:BAS:ZNFT:dciBAS-FLT,dci_cb_type,&DB_GUZH,,,,,,,,5,,__ERASE__
:R:A:BAS:ZNFT:dciBAS-LEFTABN,dci_cb_type,&DB_ZUOF,,,,,,,,6,,__ERASE__
:R:A:BAS:ZNFT:dciBAS-RIGHABN,dci_cb_type,&DB_YOUF,,,,,,,,7,,__ERASE__
:R:A:BAS:GFKX:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:GFKX:dciBAS-LRSTA,dci_cb_type,&DB_YUANCHENGJIUDI,,,,,,,,2,,__ERASE__
:R:A:BAS:GFKX:dciBAS-EXESTA,dci_cb_type,&DB_YUNXINGTINGZHIZHUANGTAI,,,,,,,,3,,__ERASE__
:R:A:BAS:GFKX:dciBAS-FALASTA,dci_cb_type,&DB_GUZH2,,,,,,,,4,,__ERASE__
:R:A:BAS:GFKX:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,5,,__ERASE__
:R:A:BAS:GFKX:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,6,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:GFKX:dioBAS-EXEUP,dio_type,&DB_YUNX3,,,,,,,,7,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:GFKX:dioBAS-STOPUP,dio_type,&DB_TING3,,,,,,,,8,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:LSJZ:dciBAS-MANAUTO,dci_cb_type,&DB_SHOUDONGZIDONGZHUANGTAI,,,,,,,,1,,__ERASE__
:R:A:BAS:LSJZ:dciBAS-RUNSTA,dci_cb_type,&DB_JIZUYUNXINGZHUANGTAI,,,,,,,,2,,__ERASE__
:R:A:BAS:LSJZ:dciBAS-SITE,dci_cb_type,&DB_XIANCHANGBAS,,,,,,,,3,,__ERASE__
:R:A:BAS:LSJZ:dciBAS-FALA,dci_cb_type,&DB_GUZH1,,,,,,,,4,,__ERASE__
:R:A:BAS:LSJZ:dciBAS-STPALM,dci_cb_type,&DB_TING6,,,,,,,,5,,__ERASE__
:R:A:BAS:LSJZ:dciBAS-SYSGS,dci_cb_type,&DB_XITONGGUISHU,,,,,,,,6,,__ERASE__
:R:A:BAS:LSJZ:dioBAS-MANAUTO,dio_type,&DB_SHOUDONGZIDONGKONGZHI,,,,,,,,7,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:LSJZ:dioBAS-STARTUP,dio_type,&DB_QIDO,,,,,,,,8,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:LSJZ:dioBAS-STOPUP,dio_type,&DB_TING3,,,,,,,,9,"Int2String(Byte2Int([.value],0,2))",
:R:A:BAS:LSJZ:aciBAS-INWATEMP,aci_cb_type,&DB_LENGQUESHUIJINSHUIWENDU,,&DB5,,,,,,10,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:LSJZ:aciBAS-OUTWATEMP,aci_cb_type,&DB_LENGQUESHUICHUSHUIWENDU,,&DB5,,,,,,11,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:LSJZ:aciBAS-CHINTEMP,aci_cb_type,&DB_LENGDONGSHUIJINSHUIWENDU,,&DB5,,,,,,12,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:LSJZ:aciBAS-CHOUTEMP,aci_cb_type,&DB_LENGDONGSHUICHUSHUIWENDU,,&DB5,,,,,,13,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:LSJZ:aciBAS-EVAPORAT,aci_cb_type,&DB_ZHENGFAYALI,,&DB13,,,,,,14,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:LSJZ:aciBAS-CONDENSE,aci_cb_type,&DB_LENGNINGYALI,,&DB13,,,,,,15,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:LSJZ:aciBAS-RUNTIME,aci_cb_type,&DB_JIZULEIJIYUNXINGSHIJIAN,,&DB14,,,,,,16,"SCS_FTOA([.value],""2"",[.unit])",
:R:A:BAS:LSJZ:aciBAS-PERUNIT,aci_cb_type,&DB_JIZUDANGQIANRONGLIANGBAIFENBI,,&DB12,,,,,,17,"SCS_FTOA([.value],""2"",[.unit])",
